reflector_ip,ip_version,description
64.31.22.58,4,onyourway.pk
119.252.175.130,4,Ookla Speedtest server: 1speedtest.iconpln.net.id
203.47.10.37,4,Ookla Speedtest server: ade1.speedtest.telstra.net
2.78.44.187,4,Ookla Speedtest server: ala-st-01.kcell.kz
187.60.210.34,4,Ookla Speedtest server: ampernet.com.br
24.155.96.97,4,Ookla Speedtest server: aus-speedtest.grandecom.net
94.20.71.19,4,Ookla Speedtest server: az-ix.net
203.39.103.129,4,Ookla Speedtest server: brs1.speedtest.telstra.net
208.76.94.200,4,Ookla Speedtest server: bugs.mvdsl.com
45.33.50.202,4,Ookla Speedtest server: city10.com.br
177.66.132.244,4,Ookla Speedtest server: clonix.com.br
212.72.155.36,4,Ookla Speedtest server: connect.ge
91.198.31.11,4,Ookla Speedtest server: cso.com.ua
123.195.238.110,4,Ookla Speedtest server: ct-sptest.kbro.com.tw
86.51.82.252,4,Ookla Speedtest server: dam.myspeed.net.sa
134.119.234.184,4,Ookla Speedtest server: dedc.eu
81.177.26.12,4,Ookla Speedtest server: dianhost.com
217.24.243.246,4,Ookla Speedtest server: durres.albtelecom.al
207.162.162.11,4,Ookla Speedtest server: ecom.vci.net
135.125.203.63,4,Ookla Speedtest server: eterna-net.com
118.232.76.110,4,Ookla Speedtest server: fm-sptest.kbro.com.tw
148.240.19.26,4,Ookla Speedtest server: gdlspeedtest.axtel.mx
134.90.248.35,4,Ookla Speedtest server: geny.it
185.53.178.50,4,Ookla Speedtest server: goodnet.su
121.54.29.194,4,Ookla Speedtest server: greenhills.smart.com.ph
197.211.236.25,4,Ookla Speedtest server: harare.speedtest.co.zw
183.91.0.111,4,Ookla Speedtest server: hnispeedtest.cmcti.vn
187.19.96.145,4,Ookla Speedtest server: home.certto.com.br
213.16.56.13,4,Ookla Speedtest server: host.tvskat.net
213.190.100.191,4,Ookla Speedtest server: hradi.vortex.is
195.18.23.15,4,Ookla Speedtest server: infkom.ru
31.135.95.35,4,Ookla Speedtest server: intek-m.ru
194.8.144.1,4,Ookla Speedtest server: intelekt.cv.ua
212.215.133.38,4,Ookla Speedtest server: jed-speedtest.saudi.net.sa
86.51.80.252,4,Ookla Speedtest server: jed.myspeed.net.sa
91.244.247.41,4,Ookla Speedtest server: joinet.ro
194.126.108.76,4,Ookla Speedtest server: kiirustest.elion.ee
118.232.78.110,4,Ookla Speedtest server: ks-sptest.kbro.com.tw
80.67.167.77,4,Ookla Speedtest server: lafibre.info
121.54.32.194,4,Ookla Speedtest server: laspinas1.smart.com.ph
208.85.242.69,4,Ookla Speedtest server: lin1.san.fastserv.com
176.28.50.202,4,Ookla Speedtest server: losteurope.net
27.114.138.6,4,Ookla Speedtest server: male.dhivehinet.net.mv
109.109.24.150,4,Ookla Speedtest server: mancitynet.de
89.84.1.202,4,Ookla Speedtest server: massy.testdebit.info
188.214.18.2,4,Ookla Speedtest server: maxpack.ro
190.151.144.24,4,Ookla Speedtest server: medidor.cabletel.net.ar
201.117.78.120,4,Ookla Speedtest server: medidorbaqro.prodigy.com.mx
139.130.3.66,4,Ookla Speedtest server: mel1.speedtest.telstra.net
189.211.62.210,4,Ookla Speedtest server: mexspeedtest.axtel.mx
69.65.16.171,4,Ookla Speedtest server: mirrors.gigenet.com
199.187.235.220,4,Ookla Speedtest server: modesto.speedtest.ayera.net
194.28.212.247,4,Ookla Speedtest server: mtrend.ru
189.213.107.202,4,Ookla Speedtest server: mtyspeedtest.axtel.mx
188.168.8.195,4,Ookla Speedtest server: myfabis.ru
91.204.152.34,4,Ookla Speedtest server: noc.x-com.pl
118.232.77.110,4,Ookla Speedtest server: nt-sptest.kbro.com.tw
123.195.236.110,4,Ookla Speedtest server: ntp-sptest.kbro.com.tw
200.2.162.34,4,Ookla Speedtest server: parbo.speedtest.sr
203.43.60.161,4,Ookla Speedtest server: per1.speedtest.telstra.net
95.105.255.10,4,Ookla Speedtest server: profibernet.sk
151.101.66.219,4,Ookla Speedtest server: pub1.speedtest.ite.net
64.7.103.2,4,Ookla Speedtest server: remotespeedtest01.urbancom.net
216.155.216.55,4,Ookla Speedtest server: rioradius.rioaccess.com
185.21.220.61,4,Ookla Speedtest server: rychlost.giganet.cz
176.101.145.250,4,Ookla Speedtest server: rychlost3.airess.cz
62.109.10.114,4,Ookla Speedtest server: sotis.org
46.174.119.254,4,Ookla Speedtest server: sp.iformula.ru
200.36.112.2,4,Ookla Speedtest server: spd1cuu.cablemas.net.mx
189.214.172.6,4,Ookla Speedtest server: spd1del.cablemas.net.mx
200.77.213.249,4,Ookla Speedtest server: spd1tij.cablemas.net.mx
200.170.73.4,4,Ookla Speedtest server: spdtbrt.abranet.org.br
204.11.148.135,4,Ookla Speedtest server: speed-bos.dscicorp.com
80.89.153.130,4,Ookla Speedtest server: speed-brn.myttk.ru
82.200.50.66,4,Ookla Speedtest server: speed-kmo.myttk.ru
80.89.158.50,4,Ookla Speedtest server: speed-omk.myttk.ru
82.166.201.37,4,Ookla Speedtest server: speed.013.net
185.53.177.51,4,Ookla Speedtest server: speed.activeservers.com
89.46.3.130,4,Ookla Speedtest server: speed.alienstation.ro
185.57.68.2,4,Ookla Speedtest server: speed.arpinet.am
67.217.151.161,4,Ookla Speedtest server: speed.btcbroadband.com
178.210.192.26,4,Ookla Speedtest server: speed.cn.zp.ua
190.102.56.76,4,Ookla Speedtest server: speed.digicelpanama.com
93.91.112.9,4,Ookla Speedtest server: speed.fastlnk.ru
200.49.131.100,4,Ookla Speedtest server: speed.fibertel.com.ar
146.158.0.26,4,Ookla Speedtest server: speed.global-x.ru
212.111.227.25,4,Ookla Speedtest server: speed.ibh.net
192.149.254.30,4,Ookla Speedtest server: speed.inxwireless.com
176.62.176.85,4,Ookla Speedtest server: speed.istranet.ru
94.229.228.34,4,Ookla Speedtest server: speed.kemerovo.comstar-r.ru
79.173.127.209,4,Ookla Speedtest server: speed.kirishi.ru
46.18.202.201,4,Ookla Speedtest server: speed.kubtel.ru
196.202.252.34,4,Ookla Speedtest server: speed.netcabo.co.ao
77.241.16.27,4,Ookla Speedtest server: speed.r46.ru
216.155.208.41,4,Ookla Speedtest server: Speed.rconnects.com
185.11.244.162,4,Ookla Speedtest server: speed.ruweb-nn.ru
95.141.176.2,4,Ookla Speedtest server: speed.signaltv.net
78.111.240.154,4,Ookla Speedtest server: speed.tvingo.ru
90.156.201.79,4,Ookla Speedtest server: speed.ufa.ru
194.183.16.174,4,Ookla Speedtest server: speed.unidata.it
79.174.47.157,4,Ookla Speedtest server: speed.vltele.com
81.18.177.6,4,Ookla Speedtest server: speed01-a.lasotel.net
201.217.3.99,4,Ookla Speedtest server: speed1.click.com.py
91.135.67.68,4,Ookla Speedtest server: speed1.computerline.net
177.52.0.4,4,Ookla Speedtest server: speed1.netion.com.br
188.120.220.120,4,Ookla Speedtest server: speed1.vyladeny.cz
69.8.160.142,4,Ookla Speedtest server: speedcheck.blomand.net
212.33.36.186,4,Ookla Speedtest server: speedcheck.liwest.at
82.220.1.238,4,Ookla Speedtest server: speedcheck.solnet.ch
167.206.8.148,4,Ookla Speedtest server: speedgauge2.optonline.net
193.16.101.26,4,Ookla Speedtest server: speedinet.berdyansk.net
150.101.135.90,4,Ookla Speedtest server: speedtest-adl.cdn.on.net
150.101.183.2,4,Ookla Speedtest server: speedtest-bne.cdn.on.net
24.222.226.94,4,Ookla Speedtest server: speedtest-east.eastlink.ca
78.29.11.66,4,Ookla Speedtest server: speedtest-eine.is74.ru
150.101.183.102,4,Ookla Speedtest server: speedtest-hba.cdn.on.net
150.101.208.148,4,Ookla Speedtest server: speedtest-mel.cdn.on.net
65.183.225.198,4,Ookla Speedtest server: speedtest-mini.702com.net
150.101.172.82,4,Ookla Speedtest server: speedtest-per.cdn.on.net
213.30.114.148,4,Ookla Speedtest server: speedtest-po.vodafone.pt
103.10.62.87,4,Ookla Speedtest server: speedtest-sby.hyper.net.id
150.101.120.154,4,Ookla Speedtest server: speedtest-syd.cdn.on.net
178.248.214.26,4,Ookla Speedtest server: speedtest-toulouse.mediactive.fr
78.108.241.195,4,Ookla Speedtest server: speedtest-va.gcn.bg
64.178.156.102,4,Ookla Speedtest server: speedtest-west.eastlink.ca
178.249.153.42,4,Ookla Speedtest server: speedtest.a2b-internet.com
80.91.123.11,4,Ookla Speedtest server: speedtest.abissnet.al
93.89.255.193,4,Ookla Speedtest server: speedtest.airwire.ie
178.33.153.157,4,Ookla Speedtest server: speedtest.alastar.es
194.79.63.1,4,Ookla Speedtest server: speedtest.alchevsk.net
64.246.100.227,4,Ookla Speedtest server: speedtest.amplex.net
85.88.170.2,4,Ookla Speedtest server: speedtest.amur.ru
209.112.131.106,4,Ookla Speedtest server: speedtest.anc.acsalaska.net
60.199.206.252,4,Ookla Speedtest server: speedtest.anet.net.tw
46.149.222.218,4,Ookla Speedtest server: speedtest.ap-media.pl
41.79.69.24,4,Ookla Speedtest server: speedtest.aptus.co.tz
194.1.193.25,4,Ookla Speedtest server: speedtest.askad.net
192.234.141.27,4,Ookla Speedtest server: speedtest.attalaska.net
176.28.83.17,4,Ookla Speedtest server: speedtest.bakcell.com
109.195.32.230,4,Ookla Speedtest server: speedtest.barnaul.ertelecom.ru
83.174.193.213,4,Ookla Speedtest server: speedtest.bashtel.ru
178.160.240.74,4,Ookla Speedtest server: speedtest.beeline.am
41.222.88.31,4,Ookla Speedtest server: speedtest.bellafrica.net
195.49.254.231,4,Ookla Speedtest server: speedtest.bensoft.ro
195.222.38.106,4,Ookla Speedtest server: speedtest.bih.net.ba
187.63.191.11,4,Ookla Speedtest server: speedtest.bitcom.com.br
84.15.24.130,4,Ookla Speedtest server: speedtest.bite.lt
117.102.109.186,4,Ookla Speedtest server: speedtest.biznetnetworks.com
69.27.98.2,4,Ookla Speedtest server: speedtest.blacksun.ca
213.226.7.82,4,Ookla Speedtest server: speedtest.blizoo.bg
93.184.1.210,4,Ookla Speedtest server: speedtest.bnet.ps
85.119.8.6,4,Ookla Speedtest server: speedtest.borsodweb.hu
187.45.80.5,4,Ookla Speedtest server: speedtest.br27.com.br
198.142.236.196,4,Ookla Speedtest server: speedtest.bri.optusnet.com.au
109.194.0.230,4,Ookla Speedtest server: speedtest.bryansk.ertelecom.ru
213.140.208.247,4,Ookla Speedtest server: speedtest.cablenetcy.net
189.124.128.58,4,Ookla Speedtest server: speedtest.cabonatal.com.br
91.213.30.22,4,Ookla Speedtest server: speedtest.catnix.cat
64.18.101.107,4,Ookla Speedtest server: speedtest.catt.com
95.157.69.67,4,Ookla Speedtest server: speedtest.cdlan.it
62.90.236.42,4,Ookla Speedtest server: speedtest.cellcom.co.il
178.213.152.11,4,Ookla Speedtest server: speedtest.centel.cz
195.22.104.12,4,Ookla Speedtest server: speedtest.centrlan.net
80.249.32.21,4,Ookla Speedtest server: speedtest.cheapnet.it
109.195.240.230,4,Ookla Speedtest server: speedtest.cheb.ertelecom.ru
91.144.132.88,4,Ookla Speedtest server: speedtest.chel.ertelecom.ru
91.144.156.92,4,Ookla Speedtest server: speedtest.chelny.ertelecom.ru
202.8.44.106,4,Ookla Speedtest server: speedtest.citylink.co.nz
91.103.0.13,4,Ookla Speedtest server: speedtest.cix.ie
66.50.108.210,4,Ookla Speedtest server: speedtest.claropr.com
84.54.128.10,4,Ookla Speedtest server: speedtest.comnet.bg
194.146.252.220,4,Ookla Speedtest server: speedtest.compower.pl
79.170.161.17,4,Ookla Speedtest server: speedtest.comrise.ru
207.109.170.10,4,Ookla Speedtest server: speedtest.conpoint.com
200.152.177.102,4,Ookla Speedtest server: speedtest.convex.com.br
197.84.150.123,4,Ookla Speedtest server: speedtest.cpt.mweb.co.za
80.245.112.15,4,Ookla Speedtest server: speedtest.crimea.net
66.159.41.15,4,Ookla Speedtest server: speedtest.cronomagic.com
109.74.240.226,4,Ookla Speedtest server: speedtest.custdc.net
195.14.142.1,4,Ookla Speedtest server: speedtest.cytanet.com.cy
81.93.193.19,4,Ookla Speedtest server: speedtest.datatrans.hu
62.205.205.22,4,Ookla Speedtest server: speedtest.dautkom.lv
24.207.8.229,4,Ookla Speedtest server: speedtest.deltacable.com
89.102.0.142,4,Ookla Speedtest server: speedtest.dkm.cz
206.166.205.6,4,Ookla Speedtest server: speedtest.dmwirelesspr.com
193.151.107.112,4,Ookla Speedtest server: speedtest.dnet.com.ua
202.47.144.50,4,Ookla Speedtest server: speedtest.docomopacific.net
85.202.96.18,4,Ookla Speedtest server: speedtest.domtel.com.pl
108.174.183.134,4,Ookla Speedtest server: speedtest.douglasfast.net
92.60.10.109,4,Ookla Speedtest server: speedtest.drei.com
209.94.172.170,4,Ookla Speedtest server: speedtest.dwave.net
91.206.218.33,4,Ookla Speedtest server: speedtest.east.net.ua
120.89.3.2,4,Ookla Speedtest server: speedtest.eastern-tele.com
109.195.96.230,4,Ookla Speedtest server: speedtest.ekat.ertelecom.ru
185.53.178.7,4,Ookla Speedtest server: speedtest.ekat.u-disk.ru
109.239.209.209,4,Ookla Speedtest server: speedtest.ekran39.ru
172.93.16.156,4,Ookla Speedtest server: speedtest.electronicbox.net
217.149.113.138,4,Ookla Speedtest server: speedtest.enivest.net
216.48.244.187,4,Ookla Speedtest server: speedtest.esc17.net
193.109.134.8,4,Ookla Speedtest server: speedtest.eso-es.net
91.224.74.8,4,Ookla Speedtest server: speedtest.ethno.ua
195.96.192.202,4,Ookla Speedtest server: speedtest.fastnet.it
209.114.111.5,4,Ookla Speedtest server: speedtest.fhsu.edu
199.204.32.13,4,Ookla Speedtest server: speedtest.fireserve.com
190.112.224.40,4,Ookla Speedtest server: speedtest.flowcuracao.com
104.245.95.14,4,Ookla Speedtest server: speedtest.flowgrenada.com
118.70.71.216,4,Ookla Speedtest server: speedtest.fpt.vn
89.18.64.20,4,Ookla Speedtest server: speedtest.fwi.ie
193.111.255.222,4,Ookla Speedtest server: speedtest.gatchina.ru
209.165.164.237,4,Ookla Speedtest server: speedtest.gci.net
67.22.16.218,4,Ookla Speedtest server: speedtest.getwireless.net
95.181.0.153,4,Ookla Speedtest server: speedtest.goodline.info
66.90.130.107,4,Ookla Speedtest server: speedtest.grandecom.net
190.196.123.30,4,Ookla Speedtest server: speedtest.gtdinternet.com
79.173.82.34,4,Ookla Speedtest server: speedtest.gtn.ru
194.54.192.98,4,Ookla Speedtest server: speedtest.gulfnet.com.kw
77.88.99.74,4,Ookla Speedtest server: speedtest.hafslundtelekom.net
45.70.14.39,4,Ookla Speedtest server: speedtest.hsyns.net
130.0.24.4,4,Ookla Speedtest server: speedtest.ibc.al
79.135.200.14,4,Ookla Speedtest server: speedtest.icn.od.ua
217.19.211.251,4,Ookla Speedtest server: speedtest.idknet.com
91.242.97.3,4,Ookla Speedtest server: speedtest.in.md
78.108.66.102,4,Ookla Speedtest server: speedtest.infocentr.ru
209.33.246.30,4,Ookla Speedtest server: speedtest.infowest.com
186.237.161.40,4,Ookla Speedtest server: speedtest.inova.net.br
185.37.148.243,4,Ookla Speedtest server: speedtest.interhost.co.il
213.157.96.23,4,Ookla Speedtest server: speedtest.internetx.hu
193.151.48.1,4,Ookla Speedtest server: speedtest.ipv.net.pl
62.201.225.12,4,Ookla Speedtest server: speedtest.iqnet.com
195.206.46.189,4,Ookla Speedtest server: speedtest.irk.ru
109.194.16.230,4,Ookla Speedtest server: speedtest.irkutsk.ertelecom.ru
37.99.224.49,4,Ookla Speedtest server: speedtest.irpinianetcom.it
41.73.156.132,4,Ookla Speedtest server: speedtest.isnigeria.com.ng
196.216.98.11,4,Ookla Speedtest server: speedtest.ispace.co.za
195.189.105.147,4,Ookla Speedtest server: speedtest.it-tim.net
92.62.33.116,4,Ookla Speedtest server: speedtest.itsjefen.no
89.147.255.10,4,Ookla Speedtest server: speedtest.ivory.azstarnet.az
217.112.96.250,4,Ookla Speedtest server: speedtest.ivoweb.it
216.31.50.150,4,Ookla Speedtest server: speedtest.ixnm.net
91.144.164.84,4,Ookla Speedtest server: speedtest.izhevsk.ertelecom.ru
185.61.26.150,4,Ookla Speedtest server: speedtest.izmuroma.ru
208.131.167.106,4,Ookla Speedtest server: speedtest.jam.lime.com
197.80.150.123,4,Ookla Speedtest server: speedtest.jhb.mweb.co.za
91.204.22.21,4,Ookla Speedtest server: speedtest.joxnet.ru
109.194.192.230,4,Ookla Speedtest server: speedtest.kirov.ertelecom.ru
91.226.31.90,4,Ookla Speedtest server: speedtest.kms.multinex.ru
193.27.209.120,4,Ookla Speedtest server: speedtest.komitex.net
109.195.64.230,4,Ookla Speedtest server: speedtest.krsk.ertelecom.ru
109.195.128.230,4,Ookla Speedtest server: speedtest.kurgan.ertelecom.ru
109.194.48.230,4,Ookla Speedtest server: speedtest.kursk.ertelecom.ru
91.195.126.68,4,Ookla Speedtest server: speedtest.kvant-telecom.ru
91.230.25.94,4,Ookla Speedtest server: speedtest.kvant.if.ua
109.194.176.230,4,Ookla Speedtest server: speedtest.kzn.ertelecom.ru
142.44.214.175,4,Ookla Speedtest server: speedtest.largeserver.net
89.215.246.5,4,Ookla Speedtest server: speedtest.linkbg.com
109.195.0.230,4,Ookla Speedtest server: speedtest.lipetsk.ertelecom.ru
192.195.240.6,4,Ookla Speedtest server: speedtest.login.com
66.172.200.9,4,Ookla Speedtest server: speedtest.longlines.com
46.43.64.247,4,Ookla Speedtest server: speedtest.mada.ps
203.176.130.53,4,Ookla Speedtest server: speedtest.mekongnet.com.kh
212.56.138.60,4,Ookla Speedtest server: speedtest.melita.com
187.94.192.12,4,Ookla Speedtest server: speedtest.mgconecta.com.br
109.195.208.230,4,Ookla Speedtest server: speedtest.mgn.ertelecom.ru
79.134.20.4,4,Ookla Speedtest server: speedtest.mgn.ru
27.131.106.198,4,Ookla Speedtest server: speedtest.micron21.com
92.43.184.31,4,Ookla Speedtest server: speedtest.mks-chel.ru
77.73.136.11,4,Ookla Speedtest server: speedtest.mmsn.ru
204.11.246.3,4,Ookla Speedtest server: speedtest.modwest.com
208.69.40.37,4,Ookla Speedtest server: speedtest.monkeybrains.net
208.123.195.224,4,Ookla Speedtest server: speedtest.montanasky.net
206.127.64.87,4,Ookla Speedtest server: speedtest.mt.net
41.208.50.219,4,Ookla Speedtest server: speedtest.mtnbusiness.co.za
85.13.143.48,4,Ookla Speedtest server: speedtest.my-works.de
5.21.229.74,4,Ookla Speedtest server: speedtest.nawras.om
41.160.0.40,4,Ookla Speedtest server: speedtest.neotel.co.za
62.205.132.249,4,Ookla Speedtest server: speedtest.netassist.ua
91.148.188.220,4,Ookla Speedtest server: speedtest.netcomlan.com
185.24.24.29,4,Ookla Speedtest server: speedtest.netdrive.pl
208.90.99.252,4,Ookla Speedtest server: speedtest.netflash.net
194.126.180.10,4,Ookla Speedtest server: speedtest.netgroup.ua
80.75.110.179,4,Ookla Speedtest server: speedtest.netplaza.fi
95.215.156.46,4,Ookla Speedtest server: speedtest.network.lviv.ua
46.165.253.65,4,Ookla Speedtest server: speedtest.nextlan.ro
46.174.81.82,4,Ookla Speedtest server: speedtest.nktv.info
91.144.184.231,4,Ookla Speedtest server: speedtest.nn.ertelecom.ru
200.85.183.226,4,Ookla Speedtest server: speedtest.nqntv.com.ar
109.194.80.230,4,Ookla Speedtest server: speedtest.nsk.ertelecom.ru
185.53.178.51,4,Ookla Speedtest server: speedtest.nwc.is
189.85.80.56,4,Ookla Speedtest server: speedtest.nwi.com.br
206.130.130.27,4,Ookla Speedtest server: speedtest.nwi.net
91.143.59.2,4,Ookla Speedtest server: speedtest.nyagan.net
91.206.16.9,4,Ookla Speedtest server: speedtest.oborona.net
95.182.112.19,4,Ookla Speedtest server: speedtest.oltv.ru
82.178.33.35,4,Ookla Speedtest server: speedtest.omantel.om
109.194.112.230,4,Ookla Speedtest server: speedtest.omsk.ertelecom.ru
203.189.128.15,4,Ookla Speedtest server: speedtest.online.com.kh
85.90.162.145,4,Ookla Speedtest server: speedtest.opticon.hu
91.144.136.205,4,Ookla Speedtest server: speedtest.oren.ertelecom.ru
46.254.241.94,4,Ookla Speedtest server: speedtest.ortel.ru
62.133.128.44,4,Ookla Speedtest server: speedtest.ostnet.pl
66.0.32.10,4,Ookla Speedtest server: speedtest.otelco.net
212.66.97.26,4,Ookla Speedtest server: speedtest.panservice.it
109.194.128.230,4,Ookla Speedtest server: speedtest.penza.ertelecom.ru
81.89.27.226,4,Ookla Speedtest server: speedtest.pitesti.teletrans.ro
74.50.159.58,4,Ookla Speedtest server: speedtest.plateautel.net
177.10.144.114,4,Ookla Speedtest server: speedtest.plim.net.br
200.237.196.94,4,Ookla Speedtest server: speedtest.pop-sc.rnp.br
31.7.144.154,4,Ookla Speedtest server: speedtest.positivonet.it
96.31.0.9,4,Ookla Speedtest server: speedtest.premieronline.net
103.8.235.7,4,Ookla Speedtest server: speedtest.primowireless.co.nz
195.88.5.41,4,Ookla Speedtest server: speedtest.prometeus.net
87.101.31.135,4,Ookla Speedtest server: speedtest.proxnet.pl
69.10.200.162,4,Ookla Speedtest server: speedtest.rainierconnect.com
86.127.118.246,4,Ookla Speedtest server: speedtest.rdsor.ro
185.153.36.20,4,Ookla Speedtest server: speedtest.res.pl
77.95.64.188,4,Ookla Speedtest server: speedtest.rezopole.net
74.113.177.254,4,Ookla Speedtest server: speedtest.rfnow.com
31.24.135.245,4,Ookla Speedtest server: speedtest.romm.no
109.195.224.230,4,Ookla Speedtest server: speedtest.rostov.ertelecom.ru
94.243.239.253,4,Ookla Speedtest server: speedtest.ruslantk.ru
109.195.160.230,4,Ookla Speedtest server: speedtest.ryazan.ertelecom.ru
85.113.62.252,4,Ookla Speedtest server: speedtest.samara.ertelecom.ru
109.195.16.230,4,Ookla Speedtest server: speedtest.saratov.ertelecom.ru
91.203.170.17,4,Ookla Speedtest server: speedtest.sbor.net
202.148.11.35,4,Ookla Speedtest server: speedtest.sby.dnet.net.id
104.245.211.253,4,Ookla Speedtest server: speedtest.servercentral.net
84.232.1.8,4,Ookla Speedtest server: speedtest.servihosting.es
37.60.16.251,4,Ookla Speedtest server: speedtest.sg.metro-set.ru
195.184.78.54,4,Ookla Speedtest server: speedtest.shadrinsk.net
62.209.209.242,4,Ookla Speedtest server: speedtest.sigmasoft.cz
202.166.127.78,4,Ookla Speedtest server: speedtest.singnet.com.sg
37.148.194.100,4,Ookla Speedtest server: speedtest.sitbv.nl
95.80.230.253,4,Ookla Speedtest server: speedtest.skylan.cz
84.54.139.14,4,Ookla Speedtest server: speedtest.sliven.comnet.bg
213.243.33.131,4,Ookla Speedtest server: speedtest.smileadsl.com
92.241.98.18,4,Ookla Speedtest server: speedtest.smoltelecom.ru
77.243.7.15,4,Ookla Speedtest server: speedtest.sovtest.ru
109.195.80.230,4,Ookla Speedtest server: speedtest.spb.ertelecom.ru
162.253.238.2,4,Ookla Speedtest server: speedtest.spiral-communications.com
66.119.1.35,4,Ookla Speedtest server: speedtest.springnet.net
212.77.63.30,4,Ookla Speedtest server: speedtest.supra.net
198.142.236.4,4,Ookla Speedtest server: speedtest.syd.optusnet.com.au
109.196.48.231,4,Ookla Speedtest server: speedtest.syrion.pl
195.29.4.150,4,Ookla Speedtest server: speedtest.t-com.hr
65.255.60.54,4,Ookla Speedtest server: speedtest.tc.lime.com
207.223.124.123,4,Ookla Speedtest server: speedtest.teklinks.com
206.248.140.50,4,Ookla Speedtest server: speedtest.teksavvy.com
81.5.81.5,4,Ookla Speedtest server: speedtest.telecom.mipt.ru
84.2.46.5,4,Ookla Speedtest server: speedtest.telekom.hu
193.53.83.53,4,Ookla Speedtest server: speedtest.telelan.com.ua
217.79.128.22,4,Ookla Speedtest server: speedtest.telenor.hu
103.26.94.94,4,Ookla Speedtest server: speedtest.telin.hk
216.234.191.173,4,Ookla Speedtest server: speedtest.tera-byte.com
91.239.125.30,4,Ookla Speedtest server: speedtest.thinkdedicated.com
83.145.140.15,4,Ookla Speedtest server: speedtest.tkk.net.pl
194.24.244.17,4,Ookla Speedtest server: speedtest.tkk.pl
109.194.160.230,4,Ookla Speedtest server: speedtest.tmn.ertelecom.ru
80.80.209.206,4,Ookla Speedtest server: speedtest.tps.uz
95.107.129.71,4,Ookla Speedtest server: speedtest.tring.al
147.52.82.46,4,Ookla Speedtest server: speedtest.tsl.gr
83.136.112.35,4,Ookla Speedtest server: speedtest.ttknet.ru
109.72.122.46,4,Ookla Speedtest server: speedtest.tvcom.net.ua
109.194.64.252,4,Ookla Speedtest server: speedtest.tver.ertelecom.ru
123.136.101.149,4,Ookla Speedtest server: speedtest.u.com.my
109.195.144.230,4,Ookla Speedtest server: speedtest.ufa.ertelecom.ru
82.207.79.76,4,Ookla Speedtest server: speedtest.ukrtelecom.ua
109.195.192.230,4,Ookla Speedtest server: speedtest.ulsk.ertelecom.ru
37.152.4.230,4,Ookla Speedtest server: speedtest.umniah.com
81.177.135.246,4,Ookla Speedtest server: speedtest.uraltelecom.ru
209.134.37.122,4,Ookla Speedtest server: speedtest.vermontel.net
212.78.67.66,4,Ookla Speedtest server: speedtest.vi.net
89.186.31.130,4,Ookla Speedtest server: speedtest.vip-net.pl
37.131.66.51,4,Ookla Speedtest server: speedtest.viva.com.bh
41.76.145.100,4,Ookla Speedtest server: speedtest.vm.co.mz
85.93.198.114,4,Ookla Speedtest server: speedtest.vo.lu
193.106.108.74,4,Ookla Speedtest server: speedtest.vo47.ru
41.206.128.146,4,Ookla Speedtest server: speedtest.vodafone.com.eg
213.233.154.130,4,Ookla Speedtest server: speedtest.vodafone.ie
88.87.66.17,4,Ookla Speedtest server: speedtest.volgograd.ertelecom.ru
109.195.48.230,4,Ookla Speedtest server: speedtest.voronezh.ertelecom.ru
95.154.128.19,4,Ookla Speedtest server: speedtest.vosnet.ru
185.75.214.17,4,Ookla Speedtest server: speedtest.warwicknet.com
58.27.149.65,4,Ookla Speedtest server: speedtest.wateen.net
195.62.64.24,4,Ookla Speedtest server: speedtest.wdm.pl
91.193.160.6,4,Ookla Speedtest server: speedtest.widzew.net
216.110.227.147,4,Ookla Speedtest server: speedtest.wightman.ca
80.252.241.12,4,Ookla Speedtest server: speedtest.wildpark.net
67.209.250.150,4,Ookla Speedtest server: speedtest.winntel.com
115.186.59.2,4,Ookla Speedtest server: speedtest.worldcall.net.pk
202.169.192.58,4,Ookla Speedtest server: speedtest.worldnet.co.nz
50.121.240.100,4,Ookla Speedtest server: speedtest.wv.securespeed.us
177.52.104.25,4,Ookla Speedtest server: speedtest.xturbo.com.br
109.195.112.230,4,Ookla Speedtest server: speedtest.yar.ertelecom.ru
109.194.96.230,4,Ookla Speedtest server: speedtest.yola.ertelecom.ru
183.78.2.98,4,Ookla Speedtest server: speedtest.ytlcomms.my
41.212.3.250,4,Ookla Speedtest server: speedtest.zuku.co.ke
91.211.104.8,4,Ookla Speedtest server: speedtest1.balnet.ru
91.223.175.8,4,Ookla Speedtest server: speedtest1.d-com.pl
176.31.179.191,4,Ookla Speedtest server: speedtest1.dobroe.ru
37.238.255.53,4,Ookla Speedtest server: speedtest1.earthlinktele.com
77.95.90.27,4,Ookla Speedtest server: speedtest1.fiber.ru
176.113.206.7,4,Ookla Speedtest server: speedtest1.ingram.com.pl
213.211.192.132,4,Ookla Speedtest server: speedtest1.mdcc.de
85.234.39.184,4,Ookla Speedtest server: speedtest1.pnz.ru
150.185.5.100,4,Ookla Speedtest server: speedtest1.reacciun.ve
176.116.209.2,4,Ookla Speedtest server: speedtest1.rgtsparus.ru
173.195.184.58,4,Ookla Speedtest server: speedtest1.sbbnet.com
49.231.33.194,4,Ookla Speedtest server: speedtest1.sbn-idc.net
94.101.230.7,4,Ookla Speedtest server: speedtest1.srnet.lv
194.242.100.12,4,Ookla Speedtest server: speedtest1.tim.ua
194.116.76.88,4,Ookla Speedtest server: speedtest1.top-ix.org
